1.298430773091426405e+00,1.346589851169493812e+00
1.144285375316316911e+00,1.194166106738121513e+00
1.088350743823964795e+00,1.132090144484019012e+00
1.058948381822666818e+00,1.096497176346932223e+00
1.042889199419622326e+00,1.078018507535504211e+00
1.030832444208324095e+00,1.065546783437969491e+00
1.023480853608955021e+00,1.054309546449679891e+00
1.019192614909798289e+00,1.042928889825208261e+00
1.016185690096734318e+00,1.039537860967168381e+00
1.011931948578634666e+00,1.035227676746205194e+00
1.008350154068993421e+00,1.028622569282800381e+00
1.007426799501469405e+00,1.023636155921202606e+00
1.009183643121596585e+00,1.022446601353155238e+00
1.005488649024500747e+00,1.016594289775410775e+00
1.003993912581132575e+00,1.014432046743317217e+00
1.003173312530240668e+00,1.013091085573893269e+00
1.001240500463624450e+00,1.010103202671067901e+00
1.002991296367370389e+00,1.009059111737831582e+00
1.000764757781851255e+00,1.006814541411956698e+00
1.002128571144417668e+00,1.004320360043650551e+00
1.000673254760786168e+00,1.003147197540435132e+00
1.000539187374209549e+00,1.002641031666086757e+00
9.987830884555147781e-01,1.002642678629240169e+00
9.994389330907521574e-01,1.000783386939700259e+00
9.996781916186149308e-01,9.994547424193903629e-01
9.997509363159504669e-01,9.990994559705340672e-01
1.000739629224786320e+00,9.976496650717739945e-01
9.987229184894834688e-01,9.972601059471901674e-01
9.989021362948996563e-01,9.977184326998779218e-01
9.989661772697850939e-01,9.950908574178475297e-01
9.993767860120910118e-01,9.934592630803600333e-01
9.987705428104595162e-01,9.941734487846900503e-01
1.000628469530302711e+00,9.931511161976729340e-01
9.980458815643282744e-01,9.924507161038990111e-01
9.980376693568739910e-01,9.921230211456819603e-01
9.989033916838374605e-01,9.915258187135229662e-01
9.986042419414156157e-01,9.901618185249990711e-01
9.972799743682305706e-01,9.909158043300727581e-01
1.000475757891061246e+00,9.906138846967976752e-01
9.974317856402652449e-01,9.895755309323087667e-01
9.999007685875673790e-01,9.904135208152642367e-01
9.989387671683577219e-01,9.872662597521346672e-01
1.000316940927122644e+00,9.870800568493637295e-01
9.973618576996485796e-01,9.877627405026606633e-01
9.972299045688435282e-01,9.877421608809839881e-01
9.969460403012710970e-01,9.872171846317749910e-01
9.982639336654163253e-01,9.861152979770955174e-01
9.998041503584046419e-01,9.862301978935290592e-01
9.985663448592854152e-01,9.861228237656733953e-01
9.992236524546269649e-01,9.856546198848168405e-01
9.967800451449939647e-01,9.845458881654518546e-01
9.981688979186287280e-01,9.862992848719329686e-01
9.996462475892611277e-01,9.855429976579008766e-01
9.969075721088527242e-01,9.841480336390308059e-01
9.992029043101622321e-01,9.840951695572496272e-01
9.982271550466166321e-01,9.834489200801247444e-01
9.963979540289840120e-01,9.845299128989868365e-01
9.976369557402142707e-01,9.835873391933386278e-01
9.997012459572559573e-01,9.845732536626176090e-01
9.983657860384180793e-01,9.823523200230075414e-01
9.983991603564627004e-01,9.830907422952565033e-01
9.974804895294010487e-01,9.818776578951803335e-01
9.995318527007153175e-01,9.825655574992065988e-01
1.000425207867047472e+00,9.827459231446684651e-01
9.993132993606309578e-01,9.813059894612269352e-01
9.982809058695767401e-01,9.826718282661186521e-01
9.988542569899994117e-01,9.808486713027591009e-01
9.966664098583406517e-01,9.814794158223296705e-01
9.981353204823329994e-01,9.805573197142255504e-01
9.974134401941853190e-01,9.819602393120143713e-01
9.986511372759638849e-01,9.803920264729717449e-01
9.974379395243857527e-01,9.814587440482297476e-01
9.986741675197985391e-01,9.810348191441482513e-01
9.977399767775043671e-01,9.799901216767263890e-01
9.991260486823057008e-01,9.797013750805453336e-01
9.981679415858822901e-01,9.801874598147117812e-01
9.997745711246899258e-01,9.805558982312783112e-01
9.999604661137647676e-01,9.801822268975473040e-01
9.982763852106751878e-01,9.804873656152908179e-01
9.974186816179398951e-01,9.809766848206867840e-01
